REPORT_ID,EXPENSE_TYPE,TRANSACTION_DATE,EMPLOYEE_ID,EMPLOYEE_NAME,DEPARTMENT,COST_CENTER,JOB_TITLE,HOME_CITY,TRIP_PURPOSE,PAYMENT_METHOD,ORIGIN_IATA,DESTINATION_IATA,ORIGIN_CITY,DESTINATION_CITY,DISTANCE_KM,AIRLINE_CODE,AIRLINE_NAME,FLIGHT_NUMBER,CABIN_CLASS,HOTEL_NAME,HOTEL_CITY,CHECK_IN_DATE,CHECK_OUT_DATE,GROUND_TRANSPORT_TYPE,AMOUNT,CURRENCY,REIMBURSABLE,POLICY_COMPLIANT,POLICY_EXCEPTION_REASON,EMISSION_FACTOR_KGCO2E_PER_KM_OR_NIGHT,ESTIMATED_EMISSIONS_KGCO2E,APPROVAL_STATUS,RECEIPT_ATTACHED,NOTES
RPT-010365,Hotel,18-04-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Site Visit,Personal Card,,,,,,,,,,The Lalit,Kolkata,18-04-2023,19-04-2023,,13876.87,INR,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010366,Air Travel,09-05-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Site Visit,Corporate Card,DEL,CDG,Delhi,Paris,6567,AF,Air France,AF232,First,,,,,,646015.35,SGD,Yes,Yes,,0.975,6402.82,Approved,No,
RPT-010367,Air Travel,16-11-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Site Visit,Corporate Card,BOM,PNQ,Mumbai,Pune,,AI,IndiGo,AI153,Economy,,,,,,18271.67,INR,Yes,Yes,,,,Approved,Yes,
RPT-010368,Hotel,07-08-2023,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Conference,Corporate Card,,,,,,,,,,The Lalit,Kolkata,07-08-2023,12-08-2023,,64113.2,INR,Yes,Yes,,20.5,102.5,Approved,Yes,
RPT-010369,Hotel,09-12-2023,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Audit,Corporate Card,,,,,,,,,,The Imperial Delhi,Delhi,09-12-2023,12-12-2023,,58921.68,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,61.5,Approved,Yes,
RPT-010370,Air Travel,07-08-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Project Review,Corporate Card,DEL,MAA,Delhi,Chennai,2182,AI,IndiGo,AI774,Economy,,,,,,19909.33,INR,Yes,Yes,,0.255,556.41,Approved,Yes,
RPT-010371,Ground - Taxi,12-10-2023,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Board Meeting,Corporate Card,,,,,,,,,,,,,,Taxi,4018.49,INR,Yes,Yes,,,,Approved,No,
RPT-010372,Ground - Bus,07-11-2023,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Conference,Corporate Card,,,,,,,,,,,,,,Bus,7294.11,INR,Yes,Yes,,0.17,35.19,Approved,No,
RPT-010373,Hotel,01-04-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Project Review,Corporate Card,,,,,,,,,,Taj Falaknuma,Hyderabad,01-04-2024,04-04-2024,,96831.21,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,61.5,Approved,No,
RPT-010374,Ground - Train/Metro,28-01-2024,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Client Meeting,Personal Card,,,,,,,,,,,,,,Train/Metro,6540.66,INR,Yes,Yes,,0.17,16.32,Approved,No,
RPT-010375,Air Travel,30-04-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Project Review,Cash,DEL,BLR,Delhi,Bangalore,2082,6E,Air India,6.00E+290,Economy,,,,,,5501.52,INR,Yes,Yes,,0.255,530.91,Approved,No,
RPT-010376,Air Travel,15-10-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Training,Corporate Card,DEL,HYD,Delhi,Hyderabad,1253,AI,SpiceJet,AI190,First,,,,,,86756.38,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,639.03,Pending,Yes,
RPT-010377,Ground - Bus,12-04-2023,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Training,Corporate Card,,,,,,,,,,,,,,Bus,556.96,INR,Yes,Yes,,0.17,48.45,Approved,Yes,
RPT-010378,Air Travel,19-01-2023,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Training,Corporate Card,DEL,CCU,Delhi,Kolkata,1305,6E,IndiGo,6E550,Economy,,,,,,8650.37,INR,Yes,Yes,,0.255,332.78,Approved,Yes,
RPT-010379,Air Travel,07-05-2024,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Audit,Corporate Card,DEL,HYD,Delhi,Hyderabad,1253,AI,SpiceJet,AI128,Economy,,,,,,20422.42,INR,Yes,Yes,,0.255,639.03,Approved,No,
RPT-010380,Hotel,22-04-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Tender Submission,Corporate Card,,,,,,,,,,Hyatt Place,Ahmedabad,22-04-2023,24-04-2023,,16094.48,INR,Yes,Yes,,20.5,41,Approved,Yes,
RPT-010381,Ground - Uber/Ola,11-12-2023,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Client Meeting,Cash,,,,,,,,,,,,,,Uber/Ola,3665.31,INR,Yes,Yes,,,,Rejected,Yes,
RPT-010382,Air Travel,10-12-2024,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Board Meeting,Corporate Card,DEL,JFK,Delhi,New York,11755,UA,United Airlines,UA754,Economy,,,,,,29901.29,INR,Yes,Yes,,0.195,4584.45,Approved,Yes,
RPT-010383,Air Travel,28-11-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Site Visit,Corporate Card,BOM,HYD,Mumbai,Hyderabad,711,AI,IndiGo,AI895,Business,,,,,,23430.64,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,362.61,Approved,Yes,
RPT-010384,Ground - Train/Metro,17-08-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Client Meeting,Corporate Card,,,,,,,,,,,,,,Train/Metro,3999.98,INR,Yes,Yes,,0.17,30.09,Approved,Yes,
RPT-010385,Air Travel,05-05-2024,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Site Visit,Corporate Card,DEL,MAA,Delhi,Chennai,2182,AI,IndiGo,AI293,Economy,,,,,,6528.03,INR,Yes,Yes,,0.255,1112.82,Pending,Yes,
RPT-010386,Air Travel,28-05-2023,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Conference,Corporate Card,MAA,BLR,Chennai,Bangalore,347,AI,IndiGo,AI744,First,,,,,,74152.49,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,176.97,Pending,Yes,
RPT-010387,Hotel,23-12-2024,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Site Visit,Corporate Card,,,,,,,,,,Ibis,Kolkata,23-12-2024,24-12-2024,,6106.17,INR,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010388,Air Travel,25-04-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Audit,Corporate Card,BOM,BLR,Mumbai,Bangalore,984,6E,SpiceJet,6E896,Economy,,,,,,16328.2,INR,Yes,Yes,,0.255,501.84,Approved,Yes,
RPT-010389,Air Travel,03-03-2024,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Project Review,Cash,BOM,CCU,Mumbai,Kolkata,,6E,Air India,6.00E+225,Business,,,,,,30609.59,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Approved,No,
RPT-010390,Hotel,04-01-2024,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Client Meeting,Cash,,,,,,,,,,Hilton Canary Wharf,London,04-01-2024,07-01-2024,,74318.97,INR,Yes,Yes,,20.5,61.5,Approved,Yes,
RPT-010391,Hotel,22-12-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Client Meeting,Corporate Card,,,,,,,,,,Marriott Park Lane,London,22-12-2024,24-12-2024,,788.47,GBP,Yes,Yes,,20.5,41,Pending,Yes,
RPT-010392,Air Travel,06-08-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Site Visit,Personal Card,BOM,HYD,Mumbai,Hyderabad,711,AI,IndiGo,AI885,First,,,,,,81196.09,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,362.61,Approved,Yes,
RPT-010393,Hotel,04-09-2024,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Audit,Corporate Card,,,,,,,,,,The Leela Palace,Bangalore,04-09-2024,05-09-2024,,19434.57,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,20.5,Approved,Yes,
RPT-010394,Ground - Corporate Car,29-07-2023,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Site Visit,Corporate Card,,,,,,,,,,,,,,Corporate Car,1961.86,INR,Yes,Yes,,0.17,34.68,Pending,Yes,
RPT-010395,Air Travel,28-09-2023,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Project Review,Corporate Card,BOM,SIN,Mumbai,Singapore,,SQ,Singapore Airlines,SQ778,Economy,,,,,,49659.19,INR,Yes,Yes,,,,Approved,Yes,
RPT-010396,Hotel,02-07-2024,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Tender Submission,Cash,,,,,,,,,,Trident Hyderabad,Hyderabad,02-07-2024,03-07-2024,,12015.46,INR,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010397,Air Travel,10-12-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Internal Meeting,Personal Card,BOM,FRA,Mumbai,Frankfurt,,LH,Lufthansa,LH619,First,,,,,,752446.81,INR,Yes,Yes,,,,Rejected,Yes,
RPT-010398,Air Travel,14-09-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Audit,Corporate Card,DEL,JFK,Delhi,New York,11755,UA,United Airlines,UA925,First,,,,,,494386.52,AED,Yes,Yes,,0.975,22922.25,Approved,Yes,
RPT-010399,Air Travel,29-09-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Project Review,Corporate Card,DEL,HYD,Delhi,Hyderabad,,AI,SpiceJet,AI529,Business,,,,,,36361.29,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Approved,No,
RPT-010400,Ground - Auto Rickshaw,18-06-2023,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Training,Personal Card,,,,,,,,,,,,,,Auto Rickshaw,6932.93,INR,Yes,Yes,,,,Approved,No,
RPT-010401,Air Travel,22-11-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Internal Meeting,Corporate Card,DEL,CCU,Delhi,Kolkata,1305,6E,IndiGo,6.00E+106,Economy,,,,,,8550.1,INR,Yes,Yes,,0.255,332.78,Approved,Yes,
RPT-010402,Hotel,20-02-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Project Review,Corporate Card,,,,,,,,,,Trident Hyderabad,Hyderabad,20-02-2024,25-02-2024,,59133.55,INR,Yes,Yes,,20.5,102.5,Approved,Yes,
RPT-010403,Ground - Taxi,29-05-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Training,Cash,,,,,,,,,,,,,,Taxi,5842.72,INR,Yes,Yes,,,,Approved,No,
RPT-010404,Ground - Corporate Car,18-03-2024,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Project Review,Corporate Card,,,,,,,,,,,,,,Corporate Car,3673.04,INR,Yes,Yes,,0.17,34,Rejected,Yes,
RPT-010405,Air Travel,18-09-2023,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Client Meeting,Corporate Card,DEL,HYD,Delhi,Hyderabad,,AI,SpiceJet,AI692,Economy,,,,,,19549.58,INR,Yes,Yes,,,,Approved,Yes,
RPT-010406,Air Travel,07-10-2023,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Site Visit,Corporate Card,DEL,CDG,Delhi,Paris,6567,AF,Air France,AF542,Economy,,,,,,65650.66,INR,Yes,Yes,,0.195,1280.57,Rejected,Yes,
RPT-010407,Air Travel,10-04-2024,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Training,Personal Card,BOM,DEL,Mumbai,Delhi,,AI,IndiGo,AI342,Economy,,,,,,10850.51,INR,Yes,Yes,,,,Approved,Yes,
RPT-010408,Ground - Bus,24-02-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Training,Cash,,,,,,,,,,,,,,Bus,7638.65,INR,Yes,Yes,,0.17,36.89,Approved,Yes,
RPT-010409,Hotel,20-06-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Conference,Cash,,,,,,,,,,Premier Inn,London,20-06-2024,22-06-2024,,18503.1,INR,Yes,Yes,,20.5,41,Approved,No,
RPT-010410,Hotel,19-07-2024,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Site Visit,Corporate Card,,,,,,,,,,Taj Coromandel,Chennai,19-07-2024,24-07-2024,,94391.9,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,102.5,Approved,Yes,
RPT-010411,Air Travel,27-09-2023,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Client Meeting,Corporate Card,BOM,DXB,Mumbai,Dubai,,EK,Emirates,EK314,Economy,,,,,,32887.37,USD,Yes,Yes,,,,Approved,Yes,
RPT-010412,Hotel,10-08-2024,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Site Visit,Corporate Card,,,,,,,,,,Lemon Tree,Hyderabad,10-08-2024,13-08-2024,,22366.11,INR,Yes,Yes,,20.5,61.5,Pending,No,
RPT-010413,Ground - Taxi,26-12-2023,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Site Visit,Corporate Card,,,,,,,,,,,,,,Taxi,7350.32,INR,Yes,Yes,,,,Approved,Yes,
RPT-010414,Hotel,23-10-2023,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Conference,Cash,,,,,,,,,,Novotel Ahmedabad,Ahmedabad,23-10-2023,24-10-2023,,8665.09,INR,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010415,Ground - Uber/Ola,05-05-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Conference,Corporate Card,,,,,,,,,,,,,,Uber/Ola,4440.55,INR,Yes,Yes,,,,Pending,Yes,
RPT-010416,Air Travel,09-01-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Tender Submission,Corporate Card,DEL,SIN,Delhi,Singapore,,SQ,Singapore Airlines,SQ369,Economy,,,,,,54406.52,INR,Yes,Yes,,,,Approved,Yes,
RPT-010417,Hotel,31-08-2023,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Site Visit,Corporate Card,,,,,,,,,,Taj Coromandel,Chennai,31-08-2023,01-09-2023,,20880.06,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,20.5,Approved,Yes,
RPT-010418,Hotel,15-09-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Client Meeting,Corporate Card,,,,,,,,,,Hilton Chennai,Chennai,15-09-2023,16-09-2023,,11512.5,INR,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010419,Ground - Taxi,08-08-2024,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Client Meeting,Corporate Card,,,,,,,,,,,,,,Taxi,6391.94,INR,Yes,Yes,,0.149,4.02,Approved,Yes,
RPT-010420,Air Travel,24-02-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Project Review,Corporate Card,DEL,JFK,Delhi,New York,11755,UA,United Airlines,UA689,Economy,,,,,,71951.39,EUR,Yes,Yes,,0.195,2292.22,Approved,Yes,
RPT-010421,Air Travel,13-12-2023,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Site Visit,Corporate Card,DEL,HYD,Delhi,Hyderabad,1253,AI,SpiceJet,AI765,First,,,,,,79316.61,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,639.03,Approved,No,
RPT-010422,Air Travel,27-12-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Audit,Cash,BOM,MAA,Mumbai,Chennai,1337,6E,Air India,6.00E+151,Economy,,,,,,17415.87,INR,Yes,Yes,,0.255,681.87,Approved,Yes,
RPT-010423,Air Travel,05-06-2023,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Site Visit,Corporate Card,DEL,HYD,Delhi,Hyderabad,,AI,SpiceJet,AI624,Economy,,,,,,17147.18,INR,Yes,Yes,,,,Approved,No,
RPT-010424,Hotel,24-06-2023,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Tender Submission,Corporate Card,,,,,,,,,,Hyatt Regency,Kolkata,24-06-2023,29-06-2023,,61226.3,INR,Yes,Yes,,20.5,102.5,Approved,Yes,
RPT-010425,Hotel,17-05-2024,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Board Meeting,Corporate Card,,,,,,,,,,Novotel Techpark,Bangalore,17-05-2024,22-05-2024,,51519.4,INR,Yes,Yes,,20.5,102.5,Approved,Yes,
RPT-010426,Hotel,16-11-2023,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Audit,Corporate Card,,,,,,,,,,Lemon Tree,Hyderabad,16-11-2023,20-11-2023,,26310.88,INR,Yes,Yes,,20.5,82,Approved,Yes,
RPT-010427,Air Travel,21-05-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Site Visit,Cash,BOM,BLR,Mumbai,Bangalore,984,6E,SpiceJet,6E789,Business,,,,,,29862.65,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,501.84,Approved,Yes,
RPT-010428,Air Travel,05-04-2023,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Training,Corporate Card,DEL,MAA,Delhi,Chennai,,AI,IndiGo,AI989,Economy,,,,,,7224.68,INR,Yes,Yes,,,,Rejected,Yes,
RPT-010429,Ground - Airport Transfer,02-09-2024,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Audit,Corporate Card,,,,,,,,,,,,,,Airport Transfer,1399.19,INR,Yes,Yes,,0.17,26.69,Approved,Yes,
RPT-010430,Air Travel,04-04-2023,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Tender Submission,Personal Card,DEL,DXB,Delhi,Dubai,2194,EK,Emirates,EK971,Economy,,,,,,71895.69,USD,Yes,Yes,,0.195,427.83,Approved,Yes,
RPT-010431,Hotel,13-05-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Tender Submission,Cash,,,,,,,,,,Taj Falaknuma,Hyderabad,13-05-2023,16-05-2023,,106472.28,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,61.5,Approved,Yes,
RPT-010432,Air Travel,04-01-2025,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Conference,Corporate Card,DEL,DXB,Delhi,Dubai,2194,EK,Emirates,EK561,Economy,,,,,,48056.47,INR,Yes,Yes,,0.195,855.66,Rejected,No,
RPT-010433,Hotel,16-04-2023,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Client Meeting,Corporate Card,,,,,,,,,,Ibis,Kolkata,16-04-2023,18-04-2023,,10923.48,INR,Yes,Yes,,20.5,41,Approved,Yes,
RPT-010434,Ground - Corporate Car,03-12-2024,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Board Meeting,Corporate Card,,,,,,,,,,,,,,Corporate Car,7517.58,INR,Yes,Yes,,0.17,24.65,Approved,No,
RPT-010435,Hotel,07-12-2024,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Site Visit,Corporate Card,,,,,,,,,,Lemon Tree,Ahmedabad,07-12-2024,11-12-2024,,19580.8,INR,Yes,Yes,,20.5,82,Approved,Yes,
RPT-010436,Hotel,29-06-2024,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Audit,Corporate Card,,,,,,,,,,ITC Royal Bengal,Kolkata,29-06-2024,30-06-2024,,14285.47,INR,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010437,Hotel,13-10-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Conference,Personal Card,,,,,,,,,,ITC Gardenia,Bangalore,13-10-2024,16-10-2024,,63569.49,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,61.5,Pending,Yes,
RPT-010438,Air Travel,04-02-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Training,Corporate Card,BOM,CCU,Mumbai,Kolkata,1672,6E,Air India,6.00E+237,Business,,,,,,45681.08,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,852.72,Pending,Yes,
RPT-010439,Hotel,20-11-2024,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Conference,Cash,,,,,,,,,,ITC Kohenur,Hyderabad,20-11-2024,21-11-2024,,21647.64,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,20.5,Approved,No,
RPT-010440,Air Travel,07-07-2023,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Site Visit,Corporate Card,DEL,LHR,Delhi,London,6733,AI,Air India,AI603,Business,,,,,,260683.98,INR,Yes,Yes,,0.585,7877.61,Approved,Yes,
RPT-010441,Air Travel,31-10-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Client Meeting,Corporate Card,DEL,HYD,Delhi,Hyderabad,1253,AI,SpiceJet,AI189,Economy,,,,,,6243.21,INR,Yes,Yes,,0.255,639.03,Approved,Yes,
RPT-010442,Hotel,29-07-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Training,Corporate Card,,,,,,,,,,Hilton Frankfurt,Frankfurt,29-07-2023,31-07-2023,,536.59,GBP,Yes,Yes,,20.5,41,Approved,Yes,
RPT-010443,Air Travel,05-08-2024,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Project Review,Corporate Card,DEL,CDG,Delhi,Paris,,AF,Air France,AF316,Economy,,,,,,48118.48,SGD,Yes,Yes,,,,Approved,Yes,
RPT-010444,Ground - Corporate Car,03-07-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Training,Corporate Card,,,,,,,,,,,,,,Corporate Car,6232.11,INR,Yes,Yes,,0.17,18.19,Approved,Yes,
RPT-010445,Ground - Airport Transfer,27-04-2024,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Site Visit,Corporate Card,,,,,,,,,,,,,,Airport Transfer,6297.13,INR,Yes,Yes,,,,Approved,No,
RPT-010446,Ground - Train/Metro,17-04-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Site Visit,Personal Card,,,,,,,,,,,,,,Train/Metro,4877.47,INR,Yes,Yes,,,,Approved,Yes,
RPT-010447,Air Travel,04-05-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Project Review,Cash,DEL,DXB,Delhi,Dubai,2194,EK,Emirates,EK116,Economy,,,,,,46909.48,EUR,Yes,Yes,,0.195,855.66,Approved,Yes,
RPT-010448,Hotel,30-07-2023,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Audit,Corporate Card,,,,,,,,,,Park Hyatt,Hyderabad,30-07-2023,03-08-2023,,65411.12,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,82,Approved,Yes,
RPT-010449,Ground - Bus,05-11-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Tender Submission,Corporate Card,,,,,,,,,,,,,,Bus,1147.39,INR,Yes,Yes,,,,Approved,Yes,
RPT-010450,Air Travel,24-02-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Board Meeting,Corporate Card,BOM,MAA,Mumbai,Chennai,1337,6E,Air India,6E812,Business,,,,,,34808.7,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,340.94,Approved,Yes,
RPT-010451,Air Travel,28-08-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Client Meeting,Corporate Card,BOM,DXB,Mumbai,Dubai,1935,EK,Emirates,EK575,Economy,,,,,,69783.77,INR,Yes,Yes,,0.195,754.65,Approved,Yes,
RPT-010452,Hotel,22-06-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Board Meeting,Corporate Card,,,,,,,,,,The Gateway Hotel,Ahmedabad,22-06-2024,25-06-2024,,34753.59,INR,Yes,Yes,,20.5,61.5,Approved,Yes,
RPT-010453,Air Travel,22-07-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Site Visit,Corporate Card,DEL,CCU,Delhi,Kolkata,1305,6E,IndiGo,6E910,Business,,,,,,41379.52,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,665.55,Approved,Yes,
RPT-010454,Air Travel,16-08-2024,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Project Review,Corporate Card,DEL,HYD,Delhi,Hyderabad,,AI,SpiceJet,AI129,Economy,,,,,,6548.98,INR,Yes,Yes,,,,Pending,No,
RPT-010455,Ground - Taxi,16-12-2023,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Conference,Personal Card,,,,,,,,,,,,,,Taxi,7260.2,INR,Yes,Yes,,0.149,4.92,Approved,Yes,
RPT-010456,Air Travel,19-06-2023,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Internal Meeting,Corporate Card,DEL,BLR,Delhi,Bangalore,2082,6E,Air India,6E958,Business,,,,,,34025.75,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,1061.82,Approved,Yes,
RPT-010457,Hotel,25-06-2023,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Project Review,Personal Card,,,,,,,,,,Park Hyatt,Hyderabad,25-06-2023,29-06-2023,,70485.64,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,82,Approved,Yes,
